Estado;Código Município;Nome Município;Código Função;Nome Função;Código Subfunção;Nome Subfunção;Código Programa;Nome Programa;Código Ação;Nome Ação;Linguagem Cidadã;Valor
RIO DE JANEIRO;2919;APERIBE;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;1256,25
RIO DE JANEIRO;2919;APERIBE;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8581;Estruturação da Rede de Serviços de Atenção Básica de Saúde;Estruturação/DAB;386190,00
RIO DE JANEIRO;2919;APERIBE;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;3686126,71
RIO DE JANEIRO;2919;APERIBE;23;Comércio e Serviços;695;Turismo;1166;Turismo Social no Brasil: Uma Viagem de Inclusão;10V0;Apoio a Projetos de Infra-Estrutura Turística; ;12304,50
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;328514,80
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;169720,57
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;512;Saneamento Básico Urbano;0122;Serviços Urbanos de Água e Esgoto;7652;Implantação de Melhorias Sanitárias Domiciliares para Prevenção e Controle de Agravos; ;225000,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;122353850,98
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;1381717,44
RIO DE JANEIRO;2921;RIO DAS OSTRAS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;41836,97
RIO DE JANEIRO;2921;RIO DAS OSTRAS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;2354294,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AC;Incentivo Financeiro a Estados, Distrito Federal e Municípios para Ações de Prevenção e Qualificação da Atenção em HIV/AIDS e outras Doenças Sexualmente Transmissíveis;HIV AIDS;25000,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;11691,26
RIO DE JANEIRO;2921;RIO DAS OSTRAS;12;Educação;361;Ensino Fundamental;1061;Brasil Escolarizado;0509;Apoio ao Desenvolvimento da Educação Básica;Promed;700000,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;184159,80
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;14744506,31
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;3220529,66
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;179500,80
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;42947,48
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0550;Transferências de Cotas-Partes da Participação Especial pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.50);Royalties;113196096,37
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;4321172,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;43819,45
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;496397,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;893040,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;240428,37
RIO DE JANEIRO;2921;RIO DAS OSTRAS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;200068,47
RIO DE JANEIRO;2921;RIO DAS OSTRAS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;14000,00
RIO DE JANEIRO;2921;RIO DAS OSTRAS;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;0E53;Apoio ao Transporte Escolar para a Educação Básica - Caminho da Escola; ;320000,00
RIO DE JANEIRO;2923;QUATIS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;2512,50
RIO DE JANEIRO;2923;QUATIS;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;116928,00
RIO DE JANEIRO;2923;QUATIS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;8555,15
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;3493,86
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;551804,82
RIO DE JANEIRO;2923;QUATIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;2981080,95
RIO DE JANEIRO;2923;QUATIS;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;4800,00
RIO DE JANEIRO;2923;QUATIS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;469211,00
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;83220,19
RIO DE JANEIRO;2923;QUATIS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;0068;Erradicação do Trabalho Infantil;8662;Concessão de Bolsa para Crianças e Adolescentes em Situação de Trabalho;Transferência de Renda - PETI;300,00
RIO DE JANEIRO;2923;QUATIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;357827,00
RIO DE JANEIRO;2923;QUATIS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;22563,86
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0548;Transferências de Cotas-Partes dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 9.478, de 1997 - Art.48);Royalties;3472484,59
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;34882,32
RIO DE JANEIRO;2923;QUATIS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;10000,00
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;42992,16
RIO DE JANEIRO;2923;QUATIS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;15434,60
RIO DE JANEIRO;2923;QUATIS;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;256845,02
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;3686126,71
RIO DE JANEIRO;2923;QUATIS;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;09CW;Apoio à Reestruturação da Rede Física Pública da Educação Básica;Promed;249108,91
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;389659,81
RIO DE JANEIRO;2923;QUATIS;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;47535,99
RIO DE JANEIRO;2923;QUATIS;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;444661,24
RIO DE JANEIRO;2923;QUATIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;60107,10
RIO DE JANEIRO;2925;AREAL;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;7537,50
RIO DE JANEIRO;2925;AREAL;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;76880,45
RIO DE JANEIRO;2925;AREAL;15;Urbanismo;451;Infra-Estrutura Urbana;6001;Apoio ao Desenvolvimento Urbano de Municípios;109A;IMPLANTAÇÃO OU MELHORIA DE OBRAS DE INFRA-ESTRUTURA URBANA EM MUNICÍPIOS COM ATÉ 100.000 HABITANTES; ;62751,00
RIO DE JANEIRO;2925;AREAL;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;255155,13
RIO DE JANEIRO;2925;AREAL;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;40738,80
RIO DE JANEIRO;2925;AREAL;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;4800,00
RIO DE JANEIRO;2925;AREAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;10000,00
RIO DE JANEIRO;2925;AREAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8934;Atenção Especializada em Saúde Bucal;CEO;79200,00
RIO DE JANEIRO;2925;AREAL;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;22536,88
RIO DE JANEIRO;2925;AREAL;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;50577,90
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;414592,91
RIO DE JANEIRO;2925;AREAL;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;674720,00
RIO DE JANEIRO;2925;AREAL;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;98070,00
RIO DE JANEIRO;2925;AREAL;06;Segurança Pública;182;Defesa Civil;1029;Resposta aos Desastres e Reconstrução;22BO;Ações de Defesa Civil; ;1500000,00
RIO DE JANEIRO;2925;AREAL;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;449502,00
RIO DE JANEIRO;2925;AREAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;534768,48
RIO DE JANEIRO;2925;AREAL;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;0509;Apoio ao Desenvolvimento da Educação Básica;Promed;196020,00
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;60107,10
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;42189,80
RIO DE JANEIRO;2925;AREAL;12;Educação;847;Transferências para Educação Básica;1448;Qualidade na Escola;0E53;Apoio ao Transporte Escolar para a Educação Básica - Caminho da Escola; ;300000,00
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;3686126,71
RIO DE JANEIRO;2925;AREAL;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;7997,05
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;2650,26
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;39800,16
RIO DE JANEIRO;2925;AREAL;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;538692,56
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;20AD;Piso de Atenção Básica Variável - Saúde da Família;PAB Variável - PSF;387188,00
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0551;Transferências do Fundo Especial dos Royalties pela Produção de Petróleo e Gás Natural (Lei nº 7.525, de 1986 - Art.6º);Royalties;45080,32
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0999;Recursos para a Repartição da Contribuição de Intervenção no Domínio Econômico - CIDE-Combustíveis;CIDE - Combustíveis;31456,15
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;1256,25
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;5844,78
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;417468,51
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8581;Estruturação da Rede de Serviços de Atenção Básica de Saúde;Estruturação/DAB;130000,00
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8442;Transferência de Renda Diretamente às Famílias em Condição de Pobreza e Extrema Pobreza (Lei nº 10.836, de 2004);Bolsa Família;369344,00
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;7032,90
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;8585;Atenção à Saúde da População para Procedimentos em Média e Alta Complexidade;TETO MAC;578485,84
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;302;Assistência Hospitalar e Ambulatorial;1220;Assistência Ambulatorial e Hospitalar Especializada;20EV;Enfrentamento ao Crack e Outras Drogas; ;20000,00
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;951,84
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0C33;Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB;FUNDEB;316906,46
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;43611,10
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0969;Apoio ao Transporte Escolar na Educação Básica;PNATE;13313,30
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0547;Transferências de Cotas-Partes da Compensação Financeira pela Exploração de Recursos Minerais (Lei nº 8.001, de 1990 - Art.2º);CFEM;4612,09
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;8719;Vigilância Sanitária de Produtos, Serviços e Ambientes, Tecidos, Células e Órgãos Humanos;Vigilância Sanitária;163,20
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;36197,55
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;301;Atenção Básica;1214;Atenção Básica em Saúde;8577;Piso de Atenção Básica Fixo;PAB Fixo;263593,01
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;30052,64
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0045;Fundo de Participação dos Municípios - FPM (CF, art.159);FPM - CF art. 159;2764595,12
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;10;Saúde;305;Vigilância Epidemiológica;1444;Vigilância, Prevenção e Controle de Doenças e Agravos;20AL;Incentivo Financeiro aos Estados, Distrito Federal e Municípios Certificados para a Vigilância em Saúde;Vigilância em Saúde;66593,68
RIO DE JANEIRO;2927;COMENDADOR LEVY GASPARIAN;12;Educação;306;Alimentação e Nutrição;1061;Brasil Escolarizado;8744;Apoio à Alimentação Escolar na Educação Básica; ;65124,00
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;304;Vigilância Sanitária;1289;Vigilância e Prevenção de Riscos Decorrentes da Produção e do Consumo de Bens e Serviços;20AB;Incentivo Financeiro aos Estados, Distrito Federal e Municípios para Execução de Ações de Vigilância Sanitária;Vigilância Sanitária;40816,68
RIO DE JANEIRO;5801;ANGRA DOS REIS;12;Educação;847;Transferências para Educação Básica;1061;Brasil Escolarizado;0515;Dinheiro Direto na Escola para a Educação Básica;PDDE;1187282,34
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;006M;Transferência para Municípios - Imposto Territorial Rural;Transferência - ITR - Municípios;27338,91
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;847;Transferências para Educação Básica;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;0369;Cota-Parte dos Estados e DF do Salário-Educação;Cota-parte dos Estados e DF do Salário-Educação;5492851,94
RIO DE JANEIRO;5801;ANGRA DOS REIS;08;Assistência Social;243;Assistência à Criança e ao Adolescente;8034;Nacional de Inclusão de Jovens - ProJovem;20B8;Serviço Socioeducativo para Jovens de 15 a 17 anos;Projovem Adolescente;16331,25
RIO DE JANEIRO;5801;ANGRA DOS REIS;08;Assistência Social;244;Assistência Comunitária;1335;Transferência de Renda com Condicionalidades - Bolsa Família;8446;Serviço de Apoio à Gestão Descentralizada do Programa Bolsa Família;Indice de Gestão Descentralizada - IGD;78981,53
RIO DE JANEIRO;5801;ANGRA DOS REIS;10;Saúde;303;Suporte Profilático e Terapêutico;1293;Assistência Farmacêutica e Insumos Estratégicos;20AE;Promoção da Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde;FARMÁCIA BÁSICA;573457,60
RIO DE JANEIRO;5801;ANGRA DOS REIS;28;Encargos Especiais;845;Transferências;0903;Operações Especiais: Transferências Constitucionais e as Decorrentes de Legislação Específica;099B;Transferência a Estados, Distrito Federal e Municípios para Compensação da Isenção do ICMS aos Estados Exportadores - (art. 91 ADCT);Transferências - LC n.º 87/96 e 115/2003;846495,42
